,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2024-01-16,False,True,6,1,ARNAUD AGATHE,CYCLO CLUB DE GIERES,UFOLEP Fem
1,2024-01-16,False,True,36,2,ILNICKA OCEANE,SCAL ECHIROLLES,UFOLEP Fem
