,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2023-01-01,False,False,-1,1er,Meléze Jean-Philippe,SG CC,u2
1,2023-01-01,False,False,-1,2ème,Soumirant Nicolas,Fontanil Cyclisme,u2
2,2023-01-01,False,False,-1,3ème,Méléze Fréderic,SG CC,u2
3,2024-01-05,False,False,22,4ème,PIGNEDE PIERRE,CYCLO CLUB DE GIERES,u2
4,2023-01-01,False,False,-1,5ème,Bezy Lucas,Team AllCycles Madar,u2
5,2024-02-01,False,False,110,6ème,COLOTTI JULIEN,TEAM 3 MASSIFS,u2
6,2023-01-01,False,False,-1,7ème,Monnet Yannick,SG CC,u2
7,2024-01-15,False,False,82,8ème,MONGE NICOLAS,LE FONTANIL CYCLISME,u2
8,2023-01-01,False,False,-1,9ème,Cogne Sebastien,UCTF,u2
9,2023-01-01,False,False,-1,10ème,Richeiro Ange,AS Fontaine,u2
10,2023-01-01,False,False,-1,11ème,Mallet Nicolas,Albertville Thriatlon,u2
