,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2025-01-13,False,True,153,1,SEVOZ LAVERDURE CELIA,UNION CYCLISTE VOIRONNAISE,uf
1,2023-01-01,False,False,-1,2,REGHEM  LUCIE,U.C. VOIRONNAISE,uf
2,2025-03-18,False,True,163,3,TEIRLYNCK LEONIE,VELO CLUB TURRIPINOIS,uf
3,2025-01-10,False,True,81,4,ILNICKA OCEANE,ECHIROLLES SPRINTCLUB AMICALELAIQUE,uf
4,2025-01-13,False,True,125,DNS,PELLEGRIN NOEMIE,UNION CYCLISTE VOIRONNAISE,uf
