,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2025-03-17,False,False,143,1,RICAU CHARLES,LE FONTANIL CYCLISME,30_39
1,2025-01-13,False,False,177,2,VIDE NICOLAS,LA TRONCHE VELO SPORT,30_39
2,2025-01-13,False,False,16,3,BLANCHIN MATHIEU,UNION CYCLISTE VOIRONNAISE,30_39
3,2025-01-10,False,False,9,4,BEDORA THOMAS,ECHIROLLES SPRINTCLUB AMICALELAIQUE,30_39
4,2025-04-04,False,False,140,5,RAVIT QUENTIN,JARRIE CHAMP SUR DRAC CYCLISME,30_39
5,2025-02-26,False,False,94,6,LISI SAMUELE,LE FONTANIL CYCLISME,30_39
6,2025-03-19,False,False,176,7,VIAL WILLY,LE FONTANIL CYCLISME,30_39
7,2025-02-26,False,False,38,8,CHERY PAUL,LE FONTANIL CYCLISME,30_39
8,2025-02-26,False,False,166,9,TROUILLET EDGARD,JARRIE CHAMP SUR DRAC CYCLISME,30_39
9,2025-04-11,False,False,100,10,MARCHAIS ALEXANDRE,LE FONTANIL CYCLISME,30_39
10,2025-01-13,False,False,60,DNF,FEODOROFF ARNAUD,LA TRONCHE VELO SPORT,30_39
11,2025-01-13,False,False,64,DNF,FROMENT JULIEN,JARRIE CHAMP SUR DRAC CYCLISME,30_39
