,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2023-01-01,False,False,-1,01,TRUPPA  Sébastien,LAC ALLIANCE CYCLISTE ,UFOLEP 2
1,2023-01-01,False,False,-1,02,PELOSO Thierry,TEAM JALLET AUTO,UFOLEP 2
2,2023-01-01,False,False,-1,03,AMAND Michaël,LA MOTTE SERVOLEX CYCLISME,UFOLEP 2
3,2023-01-01,False,False,-1,04,BOISSY  Guenael,UC VOIRONNAISE,UFOLEP 2
4,2025-02-26,False,False,114,05,MONGE NICOLAS,LE FONTANIL CYCLISME,UFOLEP 2
5,2025-01-30,False,False,41,06,COLOTTI JULIEN,TEAM 3 MASSIFS,UFOLEP 2
6,2025-01-13,False,False,145,07,RIPPERT VALENTIN,UNION CYCLISTE DE PONTCHARRA GRESIVAUDAN,UFOLEP 2
7,2025-03-21,False,False,158,08,SOURIMANT NICOLAS,LE FONTANIL CYCLISME,UFOLEP 2
8,2023-01-01,False,False,-1,09,PALERMO Noan,LAC ALLIANCE CYCLISTE,UFOLEP 2
9,2023-01-01,False,False,-1,10,GIL Bruno,UC COGNIN,UFOLEP 2
10,2023-01-01,False,False,-1,11,LADURELLE Benoit,LA MOTTE SERVOLEX CYCLISME,UFOLEP 2
11,2023-01-01,False,False,-1,12,MARMI Xavier,TEAM JALLET AUTO,UFOLEP 2
12,2025-01-13,False,False,22,13,BOUVIER THOMAS,UNION CYCLISTE DE PONTCHARRA GRESIVAUDAN,UFOLEP 2
13,2025-02-26,False,False,38,14,CHERY PAUL,LE FONTANIL CYCLISME,UFOLEP 2
14,2025-02-26,False,False,94,15,LISI SAMUELE,LE FONTANIL CYCLISME,UFOLEP 2
15,2023-01-01,False,False,-1,16,TRUPPA Kévin,LAC ALLIANCE CYCLISTE ,UFOLEP 2
16,2025-01-13,False,False,118,17,NOTZOLD JULES,UNION CYCLISTE DE PONTCHARRA GRESIVAUDAN,UFOLEP 2
17,2025-01-13,False,False,127,18,PETITE PATRICE,UNION CYCLISTE DE PONTCHARRA GRESIVAUDAN,UFOLEP 2
18,2023-01-01,False,False,-1,19,BOISSY Loan,CRV LYON TRIATHLON,UFOLEP 2
19,2025-02-06,False,False,68,20,GERRAND ANTONY,UNION CYCLISTE VOIRONNAISE,UFOLEP 2
20,2025-01-13,False,False,54,DNF,DOHEN CHRISTOPHE,CYCLO CLUB DE GIERES,UFOLEP 2
