,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,False,True,6,1,ARNAUD AGATHE,CYCLO CLUB DE GIERES,Adulte Féminine 30/39 ans
1,False,True,92,2,VALERO ANGELIQUE,LE FONTANIL CYCLISME,Adulte Féminine 40/49 ans
2,False,True,3,3,HERTAULT AGNES,ALPIN'S WHEEL TEAM,Adulte Féminine 50 ans et +
3,False,True,147,4,LAFONT CANDICE,UC PONTCHARRA GRESIVAUDAN,Adulte Féminine 17/19 ans
