,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,False,False,-1,1,Prénom / Nom Catégorie Temps,,
1,False,False,16,2,MARMOUNIER FLORENT,CYCLO CLUB DE GIERES,UFOLEP 2
2,False,False,110,3,COLOTTI JULIEN,TEAM 3 MASSIFS,UFOLEP 2
