,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2023-01-01,False,False,-1,1,FRITSH NICOLAS,UC VOIRONNAISE,UFOLEP 1
1,2023-01-01,False,False,-1,2,CONTI GUILLAUME,TEAM JALLET AUTO,UFOLEP 1
2,2023-01-01,False,False,-1,3,GAUTHIER--PHILIPPE  ERWIN,LAC ALIANCE CYCLISTE,UFOLEP 1
3,2023-01-01,False,False,-1,4,VERNEY FREDERIC,TEAM JALLET AUTO,UFOLEP 1
4,2023-01-01,False,False,-1,5,GIRAUD MATTHIEU,UC RIVES,UFOLEP 1
5,2023-01-01,False,False,-1,6,WIECZOREK BAPTISTE,LA TEAM COULEURS SAVOIE,UFOLEP 1
6,2023-01-01,False,False,-1,7,MUNSTERMAN NIELS,UC PONTCHARRA,UFOLEP 1
7,2023-01-01,False,False,-1,8,CHAMBON,LA TEAM COULEURS SAVOIE,UFOLEP 1
8,2026-02-17,False,False,83,9,LAPIERRE NOE,TEAM 3 MASSIFS,UFOLEP 1
9,2023-01-01,False,False,-1,DNF,LABORY JEREMY,LAC ALLIANCE CYCLISME,UFOLEP 1
10,2023-01-01,False,False,-1,DNF,MAINGOT ALEXANDRE,LAC ALLIANCE CYCLISME,UFOLEP 1
11,2023-01-01,False,False,-1,DNF,PERES PIERRE,LA TEAM COULEURS SAVOIE,UFOLEP 1
