,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2023-12-13,False,False,112,1,DUPIN ALEXANDRE,TEAM 3 MASSIFS,u3
1,2024-03-12,False,False,44,2,BESCOND DIDIER,JARRIE CHAMP SUR DRAC CYCLISME,u3
2,2024-02-01,False,False,162,4,QUERNIARD PIERRE,UC VOIRONNAISE,u3
3,2024-03-12,False,False,45,5,CANDEIAS DAMIEN,JARRIE CHAMP SUR DRAC CYCLISME,u3
4,2024-02-01,False,False,161,7,NORAZ FLORENT,UC VOIRONNAISE,u3
5,2024-01-15,False,True,92,NC,VALERO ANGELIQUE,LE FONTANIL CYCLISME,u3
