,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2026-02-17,False,False,56,01,MORACCHIOLI THOMAS,TEAM 3 MASSIFS,UFOLEP 2
1,2026-03-02,False,False,123,02,BROUSSET TRISTAN,ALPIN'S WHEEL TEAM,UFOLEP 2
2,2026-02-27,False,False,107,03,JALLIFFIER-TALMAT THOMAS,JARRIE CHAMP SUR DRAC CYCLISME,UFOLEP 2
3,2026-02-17,False,False,54,04,MERLO RAPHAEL,TEAM 3 MASSIFS,UFOLEP 2
4,2026-02-17,False,False,36,05,DAVID YANN,UNION CYCLISTE VOIRONNAISE,UFOLEP 2
5,2026-03-30,False,False,171,06,DE FLAUGERGUES FRANCOIS,SUD GRESIVAUDAN CYCLISME,UFOLEP 2
6,2026-03-04,False,False,130,07,CHERY PAUL,LE FONTANIL CYCLISME,UFOLEP 2
7,2026-02-17,False,False,76,08,SOURIMANT NICOLAS,LE FONTANIL CYCLISME,UFOLEP 2
8,2026-02-17,False,False,37,09,DELETROY AXEL,LE FONTANIL CYCLISME,UFOLEP 2
9,2026-03-04,False,False,143,10,PUDELKO SEBASTIEN,LA TRONCHE VELO SPORT,UFOLEP 2
10,2026-02-09,False,False,15,DNF,MICAS TITOUAN,CYCLO CLUB DE GIERES,UFOLEP 2
11,2026-02-17,False,False,53,DNF,LISI SAMUELE,TEAM 3 MASSIFS,UFOLEP 2
