,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2025-03-18,False,True,163,1,TEIRLYNCK LEONIE,VELO CLUB TURRIPINOIS,uf
1,2025-01-10,False,True,81,2,ILNICKA OCEANE,ECHIROLLES SPRINTCLUB AMICALELAIQUE,uf
