,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2023-01-01,False,False,-1,1,COGNE SEBASTIEN,,UFOLEP 2
1,2026-02-17,False,False,76,2,SOURIMANT NICOLAS,LE FONTANIL CYCLISME,UFOLEP 2
2,2026-02-17,False,False,68,3,SANTALUCIA UGO,TEAM 3 MASSIFS,UFOLEP 2
3,2023-01-01,False,False,-1,4,MAT CAMILLE,TEAM JALLET AUTO,UFOLEP 2
4,2023-01-01,False,False,-1,5,BOISSY GUENAL,UNION CYCLISTE VOIRONNAISE,UFOLEP 2
5,2026-02-17,False,False,31,6,CLEMENT JUST,TEAM 3 MASSIFS,UFOLEP 2
6,2026-02-27,False,False,88,7,BOUVIER THOMAS,UNION CYCLISTE DE PONTCHARRA GRESIVAUDAN,UFOLEP 2
7,2023-01-01,False,False,-1,8,JALLET WILLIAM,TEAM JALLET AUTO,UFOLEP 2
8,2026-03-04,False,False,130,9,CHERY PAUL,LE FONTANIL CYCLISME,UFOLEP 2
9,2026-02-17,False,False,37,10,DELETROY AXEL,LE FONTANIL CYCLISME,UFOLEP 2
10,2026-02-17,False,False,32,11,COLLETTE MAXIME,TEAM 3 MASSIFS,UFOLEP 2
11,2026-02-17,False,False,54,12,MERLO RAPHAEL,TEAM 3 MASSIFS,UFOLEP 2
12,2026-03-31,False,False,173,13,MONGE NICOLAS,LE FONTANIL CYCLISME,UFOLEP 2
13,2026-02-27,False,False,117,14,RIPPERT VALENTIN,UNION CYCLISTE DE PONTCHARRA GRESIVAUDAN,UFOLEP 2
14,2023-01-01,False,False,-1,15,DOLLION MARGO,TEAM ELLES,UFOLEP 2
15,2026-02-27,False,False,84,16,BESCOND DIDIER,JARRIE CHAMP SUR DRAC CYCLISME,UFOLEP 2
16,2026-02-27,False,False,115,17,PINTUS EMMANUEL,UNION CYCLISTE DE PONTCHARRA GRESIVAUDAN,UFOLEP 2
