,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2024-01-29,False,False,42,01,VIAL JACQUES,SCAL ECHIROLLES,Ufolep4
1,2023-01-01,False,False,-1,02,CHABOT Gilles,Orcières Cycling Team,Ufolep4
2,2024-01-05,False,False,15,03,LOUPIEN VINCENT,CYCLO CLUB DE GIERES,Ufolep4
3,2024-02-01,False,False,101,04,ALESSANDRI DAMIEN,TEAM 3 MASSIFS,Ufolep4
4,2024-01-15,False,False,35,05,GLENAZ LAURENT,SCAL ECHIROLLES,Ufolep4
5,2024-02-01,False,False,125,06,RAMBAUD JULIEN,TEAM 3 MASSIFS,Ufolep4
6,2024-02-01,False,False,160,07,LIBERT XAVIER,UC VOIRONNAISE,Ufolep4
7,2023-12-20,False,False,171,08,CHANEL OLIVIER,VC TURRIPINOIS,Ufolep4
8,2024-02-09,False,False,140,09,CARTIER MILLON RAYMOND,UC PONTCHARRA GRESIVAUDAN,Ufolep4
9,2024-02-09,False,False,139,10,BUISSON GREGORY,UC PONTCHARRA GRESIVAUDAN,Ufolep4
10,2024-01-05,False,False,28,11,VIAL FABRICE,CYCLO CLUB DE GIERES,Ufolep4
11,2024-01-15,False,False,33,12,EMERY VINCENT,SCAL ECHIROLLES,Ufolep4
