,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,False,False,-1,1,DOBLADO Mathieu,Sud Grésivaudan Cyclisme Compétiton,J
1,False,False,-1,DNF,RAT Louis,Sud Gresivaudan cyclisme compétition,J
