,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2026-02-17,False,True,73,1,SEVOZ LAVERDURE CELIA,UNION CYCLISTE VOIRONNAISE,Féminines
1,2026-02-17,False,True,48,2,ILNICKA OCEANE,TEAM 3 MASSIFS,Féminines
2,2026-02-17,False,True,34,3,COTE CHANTAL,TEAM 3 MASSIFS,Féminines
3,2026-02-17,False,True,70,4,SELIN KARINE,UNION CYCLISTE VOIRONNAISE,Féminines
4,2026-03-04,False,True,144,DNF,REGHEM LUCIE,UNION CYCLISTE VOIRONNAISE,Féminines
