,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,False,False,110,01,COLOTTI JULIEN,TEAM 3 MASSIFS,3ème Catégorie
1,False,False,154,02,RIPPERT VALENTIN,UC PONTCHARRA GRESIVAUDAN,3ème Catégorie
2,False,False,164,03,SEVOZ ARNAUD,UC VOIRONNAISE,3ème Catégorie
3,False,False,151,04,NOTZOLD JULES,UC PONTCHARRA GRESIVAUDAN,3ème Catégorie
4,False,False,24,05,REMOND BRUNO,CYCLO CLUB DE GIERES,3ème Catégorie
5,False,False,130,06,UHRY GILLES,TEAM 3 MASSIFS,3ème Catégorie
6,False,False,50,07,CHAMPAULT MICKAEL,LA TRONCHE VELO SPORT,3ème Catégorie
7,False,False,-1,08,MARMI Xavier,Team Jallet Auto,3ème Catégorie
8,False,True,156,09,DEL NEGRO CONSTANCE,UC VOIRONNAISE,
9,False,False,-1,10,KRSCHNAK Tony,UC Cran Gevrier,3ème Catégorie
10,False,False,19,11,MICAS TITOUAN,CYCLO CLUB DE GIERES,3ème Catégorie
11,False,False,-1,12,GIRARDOT Maxime,La Team Couleurs Savoie,3ème Catégorie
12,False,False,-1,13,CONTI Frederic,La Motte-Servolex Cyclisme,3ème Catégorie
13,False,False,46,14,CARTIER STEPHANE,JARRIE CHAMP SUR DRAC CYCLISME,3ème Catégorie
14,False,False,45,15,CANDEIAS DAMIEN,JARRIE CHAMP SUR DRAC CYCLISME,3ème Catégorie
15,False,False,121,16,PARMENTIER VICTOR,TEAM 3 MASSIFS,3ème Catégorie
16,False,False,8,17,BUSCAYLET PHILIPPE,CYCLO CLUB DE GIERES,3ème Catégorie
17,False,False,136,18,BOUVIER THOMAS,UC PONTCHARRA GRESIVAUDAN,3ème Catégorie
18,False,False,77,19,LA RIZZA SEBASTIEN,LE FONTANIL CYCLISME,3ème Catégorie
19,False,False,-1,20,BORLET Frédéric,Team Jallet Auto,3ème Catégorie
20,False,False,-1,21,HAGE Benoit,UC Voiron,3ème Catégorie
21,False,False,153,22,PETITE PATRICE,UC PONTCHARRA GRESIVAUDAN,3ème Catégorie
22,False,False,-1,23,BOUSSELIOU Mohamed,UC Voiron,3ème Catégorie
23,False,True,92,24,VALERO ANGELIQUE,LE FONTANIL CYCLISME,
24,False,False,72,25,DELETROY AXEL,LE FONTANIL CYCLISME,3ème Catégorie
25,False,False,168,26,LEIVA MARCON BENOIT,VC PONTOIS,3ème Catégorie
26,False,False,122,27,PATRICELLI GILLES,TEAM 3 MASSIFS,3ème Catégorie
27,False,False,44,28,BESCOND DIDIER,JARRIE CHAMP SUR DRAC CYCLISME,3ème Catégorie
28,False,False,90,29,SOLA QUENTIN,LE FONTANIL CYCLISME,3ème Catégorie
29,False,False,47,30,GATEAUX DAMIEN,JARRIE CHAMP SUR DRAC CYCLISME,3ème Catégorie
30,False,False,142,31,CHIODI MICHEL,UC PONTCHARRA GRESIVAUDAN,3ème Catégorie
31,False,False,138,32,BUISINE ARTHUR,UC PONTCHARRA GRESIVAUDAN,3ème Catégorie
32,False,False,157,DNF,GIANNONE JOSEPH,UC VOIRONNAISE,3ème Catégorie
33,False,False,-1,DNS,FEIGE Jérôme,Olympique Cyclisme Albertville,3ème Catégorie
34,False,False,-1,DNS,MILLIOZ Eric,Team Jallet Auto,3ème Catégorie
