,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2026-03-12,False,False,136,1,RICAU CHARLES,LE FONTANIL CYCLISME,UFOLEP 1
1,2023-01-01,False,False,-1,2,GALINDO-REVOL EMMANUEL,LA MOTTE SERVOLEX CYCLISME,UFOLEP 1
2,2026-03-04,False,False,69,3,HAGE TITOUAN,UNION CYCLISTE VOIRONNAISE,UFOLEP 1
3,2023-01-01,False,False,-1,4,GIRAUD MATTHIEU,UC RIVES,UFOLEP 1
4,2023-01-01,False,False,-1,5,DUBOIS BILLY,SGCC,UFOLEP 1
5,2026-03-04,False,False,171,6,VIDE NICOLAS,LA TRONCHE VELO SPORT,UFOLEP 1
6,2023-01-01,False,False,-1,7,PENEL MARVIN,VTT CHARTREUSE,UFOLEP 1
7,2023-01-01,False,False,-1,8,FRITSCH NICOLAS,UC VOIRON,UFOLEP 1
8,2023-01-01,False,False,-1,9,GEFFROY MAXIME,ESSM,UFOLEP 1
9,2026-02-17,False,False,10,10,BLANCHIN MATHIEU,UNION CYCLISTE VOIRONNAISE,UFOLEP 1
10,2026-02-17,False,False,53,11,DURU JEAN PAUL,TEAM 3 MASSIFS,UFOLEP 1
11,2023-01-01,False,False,-1,12,PITIOT TAO,SGCC,UFOLEP 1
12,2023-01-01,False,False,-1,13,LAMBERSEND BAPTISTE,UC VOIRON,UFOLEP 1
13,2023-01-01,False,False,-1,14,JAILLANT AXEL,ESSM,UFOLEP 1
14,2023-01-01,False,False,-1,15,GUICHARD LEO,UC VOIRON,UFOLEP 1
15,2023-01-01,False,False,-1,16,VIALLET TIMOTHEE,UC VOIRON,UFOLEP 1
16,2023-01-01,False,False,-1,DNF,BOURGEOIS LAURENT,V.S.R.P,UFOLEP 1
17,2026-02-17,False,False,83,DNF,LAPIERRE NOE,TEAM 3 MASSIFS,UFOLEP 1
18,2023-01-01,False,False,-1,DNF,VINCENT ANTOINE,AURA,UFOLEP 1
19,2023-01-01,False,False,-1,DNS,DALBERA MAX,TERRA TEAM,UFOLEP 1
20,2023-01-01,False,False,-1,DNS,MOREL PHILIPPE,CHABLAIS LEMAN SPORT ORGANISATION,UFOLEP 1
